"baseMean","log2FoldChange","lfcSE","svalue"
"ABCC9",8.00028559065698,-0.0334794482310373,0.668970793135171,0.340166511561947
"ABCD1",29.0117420048279,-0.174357787017059,0.501241480672642,0.16364593318849
"ABCD2",9.27469847649772,0.00756001629141588,0.654714685412201,0.382535629593543
"ABCD3",159.895220725661,-0.409730389809204,0.359062611378712,0.0332206136658283
"ABCD4",32.9917595053922,-0.329950058025211,0.544458340520005,0.0951396157372771
"ABCE1",1175.52104548926,0.00233412728137646,0.23752601005195,0.382873588568359
"ABCF1",137.650229624542,0.278267404515716,0.327410370274517,0.0589371960907495
"ABCF2",541.797039188744,0.163348380680171,0.240000647573797,0.0817984292229638
"ABCF3",60.8168216890058,-0.548421303104564,0.469583996679378,0.0314155565240508
"ABCG1",146.138733243055,-0.689598123597293,0.41147687257265,0.00952667078618902
"ABCG2",10.2334621712627,-0.688259243522578,1.0693265579285,0.0881022365664207
"ABCG4",6.33221680252176,-0.285037287532406,0.702041384754325,0.145260970309462
"ABCG5",6.11177766840361,0.0399615928522044,0.656748338992898,0.305938228416911
"ABCG8",2.60494138090029,-0.0528118147881243,0.670757992228985,0.286394911193347
"ABHD1",2.54992269681999,-0.0846505719768723,0.668482433873276,0.250928288844623
"ABHD10",2.46406380358143,-0.0935192485626328,0.668272837518257,0.243440008027885
"ABHD11",7.32849426278961,-0.280345445522029,0.690945133484635,0.145324847814515
"ABHD11-AS1",0.491870240254453,-0.0339031960234772,0.669642660920053,0.335222490205645
"ABHD12",70.5865551361188,0.548718788995653,0.466635527654091,0.03080762491413
"ABHD12B",2.0665957636573,-0.0359311086668059,0.667439135398541,0.313561798607988
"ABHD13",19.8970615265194,-0.127434012642212,0.552429548885476,0.201773988366747
"ABHD14A",1.72966961617776,-0.0210513970421643,0.657789589741418,0.377133841046859
"ABHD14A-ACY1",0,NA,NA,NA
"ABHD14B",2.46226926197625,0.00316995603627056,0.658253245531637,0.383728309763826
"ABHD15",4.5439514511672,-0.103467781420328,0.6516025371171,0.234010461059944
"ABHD16A",140.019331667427,-0.0114173350050687,0.347263359447917,0.376820123568528
"ABHD16B",1.1660787418032,0.0172058786536663,0.666127667687783,0.379180003417167
"ABHD17A",40.6648282843696,-0.0685618875944041,0.450466908801963,0.237065713471253
"ABHD17B",557.937414803024,0.467328708039751,0.247858939279616,0.00575424637705864
"ABHD17C",228.447757328871,0.257239149242544,0.303810673368021,0.0594162498067633
"ABHD2",915.616295987621,0.173982987920136,0.232754263850314,0.0718091121458615
"ABHD3",2.48152317904193,-0.0279842347250084,0.664129555761327,0.370985910461453
"ABHD4",35.7783651891273,0.72741977859508,0.713633676535316,0.0427180458237707
"ABHD5",36.1789385473218,0.296377318463658,0.502854514805311,0.0990120597390963
"ABHD6",45.5926181611003,-0.0981212372413066,0.448394915920357,0.206857247474163
"ABHD8",5.19362084589842,-0.335899216024553,0.750019314977135,0.133071674724241
"ABI1",2388.00385035496,0.561908518334636,0.241052487153173,0.00163726635245111
"ABI2",524.061520959892,1.07117485491736,0.349277771188819,0.00014535732525817
"ABI3",73.509313821309,-0.564509927351079,0.478302767249472,0.03062623770396
"ABI3BP",12.7704967398969,-0.16956703989869,0.657152414829758,0.191886115194209
"ABL1",247.795791265568,-0.19106713830793,0.285853648667091,0.0836617949031959
"ABL2",682.238051254158,0.262017133079504,0.273349781475217,0.0482549524605331
"ABLIM1",1294.68385653497,-0.711906521478842,0.282687941083586,0.000924680493264873
"ABLIM2",8.30378419625033,-0.0805939419839539,0.634997017010429,0.250832572052188
"ABLIM3",7.47519694918826,0.014592941137387,0.646530676108891,0.380008030589252
"ABO",1.75049873661016,-0.0589998685584142,0.669189534189576,0.278613769857483
"ABR",2179.61814232636,0.922768823049688,0.237609895990579,5.5788755663674e-06
"ABRA",1.53481191217216,-0.0707800026650522,0.670906567408046,0.265950408768739
"ABRACL",50.1611298988397,-0.0727585727991998,0.528266357101062,0.244660723100622
"ABT1",1.87367565161199,-0.0311027356625162,0.662332989785243,0.358076259540707
"ABTB1",4.09208602827193,-0.10216890923351,0.641642791712814,0.233840322494374
"ABTB2",141.474954462008,-0.709599894089243,0.384039458733469,0.00629456803938671
"ACAA1",28.1390625074168,-0.175556667433511,0.503550508867107,0.163497957396324
"ACAA2",6.01271185861099,-0.225376047250455,0.679957794402987,0.168684596750002
"ACACA",837.422426462912,0.0195047139487159,0.231417261390539,0.281774567972818
"ACACB",12.5899801045967,-1.58206219784152,3.18936089819582,0.120942100107863
"ACAD10",5.89478664092314,-0.238323651830901,0.684089571276199,0.163557140976106
"ACAD11",0.450881053566582,-0.0337489519064494,0.669626762529641,0.336846260478179
"ACAD8",22.9891878583493,-0.0781521850030265,0.55551805564471,0.243138386953715
"ACAD9",15.0074478424777,-0.303457010788987,0.682809161624036,0.134107225734154
"ACADL",25.2009629273806,-0.18743672875197,0.609359305535753,0.175617646785431
"ACADM",5.47329508488475,-0.279611891945726,0.722513384276751,0.151076960598902
"ACADS",5.77770787890046,-0.0247955890415926,0.624495971331987,0.373314285615765
"ACADSB",9.64754897784957,-0.313344202792293,0.692383359007507,0.131898200623879
"ACADVL",30.1741376559436,-0.191307525354243,0.513138220390103,0.155856829274911
"ACAN",5.117274795741,0.00301198953156626,0.658298996484814,0.383769500742799
"ACAP1",381.388227795481,-0.319351551834294,0.319619852581218,0.044648680800875
"ACAP2",368.175148491611,-0.0586381505389354,0.290826046809555,0.213374840843547
"ACAP3",18.6595208378576,-0.0713265503313439,0.541198671996432,0.248031006856401
"ACAT1",224.217940938535,0.0398810657443429,0.322167898638799,0.2526976326994
"ACAT2",2.16024393790283,-0.0186050176420949,0.66520138009923,0.378450083431215
"ACBD3",179.934457622436,-0.210422461715121,0.29470389210354,0.0770350675598282
"ACBD4",9.21398875818381,0.00843865842354006,0.596141150749621,0.382042607422572
"ACBD5",347.919364931102,0.450887086559941,0.284272158019511,0.0122677844280551
"ACBD6",72.7941068677875,0.197116323325617,0.407142209317698,0.123982410612059
"ACBD7",2.30827483134357,-0.0448698084697386,0.669567419541346,0.299027661134491
"ACCS",18.1396459841796,-0.657491545774032,0.752447765473859,0.0564027139210233
"ACCSL",2.10227203814012,-0.103552990614818,0.674691993641988,0.23650077001331
"ACD",1.25118030184075,-0.0305389037423771,0.668535197373375,0.36159054078068
"ACE",65.8037052922518,0.0463212988070657,0.661175998093171,0.295638354895371
"ACE2",4.1106811272501,-0.061443887848616,0.67172187183384,0.276230397116502
"ACER1",1.80011224767986,-0.0625549730588192,0.670379693031779,0.275085806901179
"ACER2",4.42611826113566,-0.163066764211711,0.673173251031369,0.197600734985301
"ACER3",39.8885860720999,0.0912186180790182,0.473791260437359,0.217980850666279
"ACHE",2.51920441762605,0.00989277629788557,0.657720280100507,0.381892139249123
"ACIN1",1731.90181160215,-0.0699362991586397,0.22781293074477,0.175731024783626
"ACKR1",0.90288002549296,-0.034172105746969,0.669682694578305,0.330227239083171
"ACKR2",1.75279278483683,-0.0335127984288883,0.669286404946569,0.340013739302851
"ACKR3",10.4961369061245,0.137702765031663,0.655189281462342,0.210237695838659
"ACKR4",1.14573636870925,-0.0712472729476382,0.671341463727365,0.265263177344899
"ACLY",803.610763300204,0.464188940722681,0.249334104786973,0.00611520489255212
"ACMSD",2.00958806606548,-0.0361906704846296,0.669821298538523,0.313132116297509
"ACO1",33.2307712960169,-0.473394101045062,0.592372623841568,0.0652145090107633
"ACO2",321.414806271661,0.496429037438621,0.305064256059791,0.0110987801830166
"ACOT1",0.450881053566582,-0.0337489519064494,0.669626762529641,0.336854670077773
"ACOT11",13.4156279792058,0.266928798381949,0.65791195440111,0.145356774761928
"ACOT12",2.80042004976647,-0.125475288857666,0.678651709164748,0.221057349030157
"ACOT13",28.4960532787553,-0.587374992698162,0.807164043267515,0.0746108573096603
"ACOT2",1.76442869336496,0.0171231471062155,0.664696945711507,0.379212245393379
"ACOT4",1.51739373395113,-0.0491896271960546,0.669888089598301,0.291442630488146
"ACOT6",0.790557005532543,-0.0250077562224798,0.667207526697082,0.37480137045845
"ACOT7",82.2042912255973,3.00858267216488,0.737071303102585,2.5707670698271e-06
"ACOT8",6.27512391984376,-0.0508949069647103,0.620870888817732,0.283608737860042
"ACOT9",33.518984735257,0.171407639032046,0.488923813613951,0.162578056122281
"ACOX1",26.5660613209522,-0.230312874258467,0.542909300047799,0.140330381285714
"ACOX2",3.43184921731278,-0.118671378774205,0.67916531086047,0.226473067330587
"ACOX3",3.26502442034719,-0.0599476105761993,0.670342043451078,0.277787571018759
"ACOXL",3.16792983342907,-0.0492193322709804,0.670197628192439,0.291414738842058
"ACP1",116.125100798454,0.40652371983533,0.365183341232829,0.0351386679587004
"ACP2",48.6957462825955,0.961931053054999,0.647685750315653,0.0155144718969524
"ACP5",50.2606002771503,-1.43211531904476,0.584490843827838,0.00115809312161557
"ACP6",5.13991475339411,-0.353923461539951,0.763110651299446,0.12899643790483
"ACPP",4.51317751987105,-0.175188562742886,0.673218355867523,0.190875308363111
"ACPT",1.59956964925191,0.0159943118582771,0.665630634801942,0.379603639133129
"ACR",0.97399823776728,-0.0318368204939954,0.66893786641351,0.354224392535573
"ACRBP",5.01251227380696,-0.463135254636513,0.915804994292565,0.11850350752272
"ACRC",2.11307114064584,-0.0413208752653359,0.669553112822113,0.304801404300137
"ACRV1",1.01812555853631,-0.0222979386722305,0.666666745955449,0.376641877769221
"ACSBG1",17.6568200348713,0.249387157089486,0.649338600458091,0.15219726344323
"ACSBG2",3.2510261251646,-0.0608988877739379,0.671476572026921,0.276877675217485
"ACSF2",12.9249910764448,-0.616773979985455,0.90929440034549,0.0821786137506319
"ACSF3",7.04828581592202,-0.0370316383935695,0.647845110629855,0.310014054854093
"ACSL1",17.4436794274783,-0.280151387861853,0.697239496193531,0.14637715497258
"ACSL3",51.471474048471,-2.3882431006322,1.12892906514603,0.00313658325739703
"ACSL4",3094.15825911529,1.37422539810775,0.225703132611576,3.82795323715935e-11
"ACSL5",47.0148575124776,-0.603726964573574,0.835747250425575,0.075520745534063
"ACSL6",5.30583203487565,-0.0873590624185016,0.659679170354112,0.247620930052451
"ACSM1",3.07530691995013,-0.0500885882284639,0.67111333328111,0.289925649104701
"ACSM2A",2.94461733286625,-0.054063572213175,0.669967287154308,0.284781341863007
"ACSM2B",1.97061909509897,-0.0379579740998699,0.668596133585678,0.310363893857075
"ACSM3",3.01855448166323,-0.146838696369582,0.684719894977497,0.20860336417828
"ACSM4",2.73155468847936,-0.184465958536164,0.698105249373232,0.189591756598365
"ACSM5",2.7396713994269,-0.0511017024506687,0.669616422954104,0.288574493653076
"ACSM6",1.95773871827619,-0.0341885251278081,0.669359903340663,0.330015550994237
"ACSS1",11.9889320965619,-0.740019665468173,1.02680878250972,0.0757862745522661
"ACSS2",589.482586054072,-0.90647754827699,0.330368226035616,0.0004392776416085
"ACSS3",3.27222959838066,-0.0785669626913868,0.660440355773928,0.255728367556684
"ACTA1",188.077499821205,1.59517657603298,0.380224214577468,1.5312627807586e-06
"ACTA2",30.8993310745509,-0.285689002598304,0.621954517849171,0.130146786504964
"ACTA2-AS1",0.851030677703666,-0.0312738438802725,0.668824846227233,0.358672216445482
"ACTB",53050.4988682956,1.38842282643793,0.257662576237237,2.56113569225533e-09
"ACTBL2",157.720756347706,-0.177861131116969,0.48891986037932,0.158471233280038
"ACTC1",122.702019875977,0.236926843519141,0.446280958324419,0.112103284419446
"ACTG1",12932.1756200148,1.66075617198524,0.247776893106197,4.51735798563402e-13
"ACTG1P17",22.1599906944863,-0.140449518753913,0.635889133313698,0.205941031533305
"ACTG1P20",194.955373106307,2.04073084384977,0.384408274542394,3.3403480931348e-09
"ACTG1P4",6.71298329976145,-0.0680544793887554,0.643487161607514,0.265693150875518
"ACTG2",483.908640919419,1.84187516635374,0.404706165897328,2.47960807156153e-07
"ACTL10",1.05597661114302,-0.0321010757903319,0.668996256308725,0.352780854209668
"ACTL6A",442.300828545845,0.478065316569138,0.315017884985623,0.0144925635762572
"ACTL6B",1.63094314313301,-0.0330766550775417,0.669221579055316,0.344080994711632
"ACTL7A",1.35846368633909,-0.0785250799536577,0.673199038511113,0.257037157555026
"ACTL7B",0.728063117640053,-0.0307677070774701,0.668696445765781,0.360801969948684
"ACTL8",1.30414756798984,-0.0327250376783725,0.669147690744806,0.347398647508078
"ACTL9",0.655826987005937,-0.0340601088031237,0.669663504224425,0.332935515608872
"ACTN1",2766.25453394299,-1.49265145232318,0.268630014207683,1.08124638326468e-09
"ACTN1-AS1",0.688191849311978,-0.0303618256140988,0.668649436806859,0.364168290726283
"ACTN2",52.0282905760667,-2.56705311152417,0.913554632171254,0.000357355965053046
"ACTN3",15.0990794987779,-0.0822737760912152,0.587181428769913,0.243379723791786
"ACTN4",2727.85005168971,1.21609534863718,0.236919706071233,8.21909741986232e-09
"ACTR10",848.797685794366,-0.0172282334255265,0.227795933291774,0.289202226322039
"ACTR1A",282.101053245953,0.482745676951624,0.289542931283179,0.00979964703150185
"ACTR1B",90.5833818790966,0.411159793713863,0.424146504436881,0.0473192519477396
"ACTR2",1956.42638013688,1.11497321239406,0.289384000530917,6.73260741491604e-06
"ACTR3",13393.9610992769,0.633699386229104,0.256722652725308,0.00109019314387681
"ACTR3B",3.58263139022028,-0.0163317795139813,0.658214123582089,0.379396465580108
"ACTR3BP2",0.709696550516597,-0.0236875298958667,0.667030207342901,0.375879485383157
"ACTR3BP5",1.41513704859224,-0.0310712730752927,0.668660080470063,0.35973367246662
"ACTR3C",1.43775966815665,-0.0280120907523569,0.667831633766499,0.371167027116667
"ACTR5",6.8911092794619,-0.178024779126132,0.670689880471307,0.189216268552329
"ACTR6",53.3037392019511,-0.776422476529533,0.547242856195133,0.0182128247801495
"ACTR8",189.991849409236,-0.348551395730103,0.349949020893937,0.0449883775072326
"ACTRT1",0.819783733757422,-0.0342330001843502,0.66967903643385,0.3294605813912
"ACTRT2",0.491870240254453,-0.0339031960234772,0.669642660920053,0.335231086410837
"ACTRT3",1.40334042385715,-0.0352740508750389,0.658516294771517,0.313798440818165
"ACVR1",42.2585176664531,2.93157181708495,1.28028613688868,0.00188044087616017
"ACVR1B",118.353898688836,-2.44314750088843,0.432029178107383,6.01329043224936e-10
"ACVR1C",5.06519487953413,-0.0711377983602432,0.672436520436862,0.265675981527492
"ACVR2A",231.704935039143,-0.494642052546811,0.423088163141364,0.0313242023669034
"ACVR2B",22.4976523901378,-0.659183610840828,0.74901959264854,0.0556377699395221
"ACVR2B-AS1",1.17894417120664,-0.0325338600059881,0.669076821976332,0.349812139732588
"ACVRL1",11.7582338034569,-0.244773512343902,0.68939233303881,0.161355034496689
"ACY1",0.400149624137084,-0.0276335028418814,0.66798230517784,0.371702623609231
"ACY3",1.57909379534372,-0.031512515083914,0.668761968780898,0.357661431524184
"ACYP1",4.88840848947894,-0.305582031805797,0.756240519730684,0.145707676985707
"ACYP2",1.90678721546951,0.0022199033344044,0.661283213589565,0.384062551583852
"ADA",3.380141017925,-0.120576459222898,0.66401864321698,0.222996610714789
"ADAD1",3.10233123473561,-0.0823943859650364,0.669855276282421,0.253282545495125
"ADAD2",1.270664787324,-0.0346196390952557,0.669708024802212,0.32037973518323
"ADAL",6.50038812741057,-0.264128059255844,0.683279479057571,0.1512328985528
"ADAM10",3422.15709368168,0.506189540439191,0.250493755496586,0.00405542180075704
"ADAM11",5.36995146629161,-0.00366225899560403,0.652582493999006,0.383604773225158
"ADAM12",7.47887744661163,0.0178642261522514,0.64657183717399,0.378528832978078
"ADAM15",6.30341214787211,-0.0850436910331661,0.655950869248709,0.249312681172081
"ADAM17",213.862211649368,0.601962161963994,0.338604431384861,0.00746085708972891
"ADAM18",3.75263860816068,-0.0694967257463656,0.673049523345428,0.267938577199422
"ADAM19",169.418142304266,2.16247873218741,0.724729273917652,0.000197772197770925
"ADAM1A",1.80873657206169,-0.0494204983304208,0.669914536613423,0.290799157669036
"ADAM2",3.71276733983261,-0.070645417255461,0.673208346633344,0.266377921216616
"ADAM20",1.34513675467771,-0.033337969341304,0.669209307295415,0.342013792081917
"ADAM20P1",1.43866196551822,-0.0204857645838889,0.666192260250652,0.37763761298057
"ADAM21",1.63956746751484,-0.0347718839076958,0.669715340488556,0.318704985563935
"ADAM21P1",1.14881514562019,-0.0344205619196072,0.669698945754752,0.324514318046529
"ADAM22",12.3802681664077,-0.0690900011800587,0.61851694082141,0.260176616273328
"ADAM23",4.91133850764877,-0.0286104721299011,0.659224197142011,0.367842210142996
"ADAM28",7.40700649953637,-0.190202725568504,0.702257884957209,0.187465720898309
"ADAM29",1.93937215115273,-0.0385959238910751,0.668970870079727,0.309251851516561
"ADAM30",1.11958841739531,-0.0277450593875064,0.667880322845546,0.371482855492285
"ADAM32",3.33390679590192,-0.0470049766637721,0.668948569099347,0.295437147459785
"ADAM33",3.30696991238946,-0.0997926974919407,0.675458031133395,0.239245878637447
"ADAM3A",3.46571430134559,-0.0650947695366212,0.672382982640738,0.272767604773828
"ADAM5",2.80014507159802,-0.0536674906239417,0.670539531460725,0.285385308033253
"ADAM6",1.21242695187247,-0.03020321422455,0.668514989754674,0.364654312864048
"ADAM7",3.87874430230546,-0.0700042267777365,0.671852242267684,0.267177694412439
"ADAM8",4.4601463915701,-0.0350072861357619,0.656672770861279,0.314113134637816
"ADAM9",13.7406617284611,-0.0252761527212164,0.62546054701078,0.372766458089421
"ADAMDEC1",2.80014507159802,-0.0536674906239417,0.670539531460725,0.285400000771436
"ADAMTS1",16.5321819612817,0.0131463614123006,0.664861406860317,0.38070491744256
"ADAMTS10",178.81373497753,-0.43315665461983,0.346776692846192,0.0263055111328128
"ADAMTS12",5.20764692508099,-0.0741503138585604,0.673419709888528,0.261089548809518
"ADAMTS13",6.04478270910039,-0.10843085569546,0.679150640241545,0.233563438918804
"ADAMTS14",15.4544953444916,0.317450770507457,0.691503839607856,0.130214315615209
"ADAMTS15",3.45252478008226,-0.0360386518046141,0.663767019843849,0.31291655363998
"ADAMTS16",4.78588038023938,-0.0833647532977825,0.672828108100061,0.252584143098205
"ADAMTS17",6.09966678947253,-0.0842026003600226,0.674973546345374,0.252034261324609
"ADAMTS18",6.62932987082661,-0.178600045612826,0.697659355802115,0.192416219178396
"ADAMTS19",4.7051470921427,0.00589609142727698,0.659106255540479,0.383001497392389
"ADAMTS19-AS1",0.245935120127226,-0.0330383135053416,0.669520630978488,0.344482826036047
"ADAMTS2",5.6490607140744,-0.200765642192502,0.701954657676564,0.182497523674913
"ADAMTS20",7.24523158151164,-0.125495984071733,0.682706169018403,0.221561562121962
"ADAMTS3",7.43346027640746,-0.142460309690701,0.665055327552876,0.20862786186401
"ADAMTS4",3.68727189860992,-0.0152713909929503,0.652844266192445,0.379815113932456
"ADAMTS5",6.58357491254684,-0.0961142571383298,0.662820797086417,0.24060169986202
"ADAMTS6",2817.22670990964,1.04681377540028,0.297326254088334,2.75176605846375e-05
"ADAMTS7",6.16116487619663,-0.263273013720478,0.730363800613331,0.159737401849537
"ADAMTS7P1",5.06631279789392,-0.0865881562334911,0.674855550266745,0.250045564086111
"ADAMTS8",2.82484191487664,-0.0888201448404775,0.674088700981692,0.248070004618984
"ADAMTS9",14.4987698486729,0.00996839250238152,0.649649658491741,0.3818191491615
"ADAMTS9-AS1",1.4572441536399,-0.0311972378950697,0.668720076537978,0.359414018939402
"ADAMTS9-AS2",1.47561072076336,-0.0349939441859419,0.669736068954143,0.316516185048606
"ADAMTSL1",9.02869208198712,-0.13529726519577,0.672062049489953,0.213685891225985
"ADAMTSL2",7.3411423529093,-0.0952273375734974,0.656125207089761,0.240478871798408
"ADAMTSL3",6.11637065601471,-0.149719614469947,0.684685950740236,0.206956023936735
"ADAMTSL4",6.20432246110849,-0.167545855702293,0.656357024023805,0.192628101330025
"ADAMTSL4-AS1",0.737805360381679,-0.0340865018555654,0.669668203863487,0.331467206144847
"ADAMTSL5",2.74739342644716,-0.0463900412982977,0.67072743167333,0.296691753893099
"ADAP1",86.3175514497728,3.62243900255408,0.605093740040704,6.49715425632824e-11
"ADAP2",3.96749702061805,-0.051453829519572,0.660759824964743,0.287309102188046
"ADAR",125.579024600999,0.0528285956895629,0.324177844984056,0.232129359291373
"ADARB1",10.3361087705351,0.219677016955604,0.669846562417021,0.170101040946274
"ADARB2",5.02330339548469,-0.0879131479776231,0.676308637854367,0.24900293839406
"ADARB2-AS1",0.524235102560494,-0.0302973906392279,0.668423467978362,0.364341888260144
"ADAT1",4.23058485782213,-0.0603433653913394,0.657944721304787,0.276040311372579
"ADAT2",5.15939891505628,-0.15704629199412,0.673729227582096,0.200807222320781
"ADAT3",2.07065188864254,-0.153141320572179,0.685699009545558,0.204870444037886
"ADCK1",9.46174011655758,-0.744621930360201,1.22165461456015,0.0945396861955521
"ADCK2",4.45048201484941,-0.366026372444273,0.780970859128512,0.127842442182969
"ADCK3",5.06618080416174,-0.216725024193953,0.680309059528744,0.172485695877103
"ADCK4",16.4679361552171,-0.122710077502594,0.555736704262446,0.20599067639528
"ADCK5",3.49327676102397,-0.118318826020575,0.648639897005669,0.222474258088179
"ADCY1",7.23734794148599,-0.180602955321186,0.693267353120542,0.190741862373656
"ADCY10",7.79310382049803,-0.0330180021584986,0.668918909763247,0.344285985722146
"ADCY10P1",3.60001175715063,-0.10075141259105,0.676314794483157,0.238542928129646
